,Earnings Yield,Dividend Yield,EPS Growth,Sales Growth,ROE,ROA,Gross Margin,Net Income Margin,Operating Margin,Price to Sales,Price to Book,MarketCap,momentum_12m,momentum_6m,momentum_3m,future_return,volatility,beta,idiosyncratic_vol,avg_volume,Earnings Yield_z,Dividend Yield_z,EPS Growth_z,Sales Growth_z,ROE_z,ROA_z,Gross Margin_z,Net Income Margin_z,Operating Margin_z,Price to Sales_z,Price to Book_z,MarketCap_z,momentum_12m_z,momentum_6m_z,momentum_3m_z,volatility_z,beta_z,idiosyncratic_vol_z,avg_volume_z,predicted_return,rank
EXC,0.05544240991744958,3.62,0.033,0.019,0.0934,0.02545,0.40842,0.10682999,0.19905001,1.9289851,1.6496807,44420669440.0,0.24270779080414018,0.1302209386845148,0.1358702770993072,0.03989656101367833,0.24437067024056047,1.0,0.24437067024056047,8100616.666666667,0.4282415897730999,1.1045341318506903,-0.3089217577754861,-0.498295578513491,-0.5794062912117725,-0.9103993762156949,-0.18310246589996612,-0.3950573686699709,-0.03619004900056539,0.655185074906029,0.47300017130529104,-0.293673429296432,0.8058794494368671,0.8678813874705398,1.7607092705703402,-0.9304062025770415,,-0.9304062025770415,0.6104025968507873,0.04165463,83.0
L,0.07417264402371165,0.29,-0.569,0.068,0.0867,0.01751,0.36705002,0.080749996,0.062470004,1.0411906,1.0872082,18231248896.0,0.1384109039886947,0.1085828137808571,0.02046140410399233,0.04197715886210829,0.25536549915854717,1.0,0.25536549915854717,767806.6666666666,1.163794721347799,-1.0326354887998899,-1.1759711871317926,0.026285453590644256,-0.6112755955728981,-1.0918977398081136,-0.37509384058023504,-0.6703714700452359,-1.197610871088842,0.9327929164301023,0.5559675151087087,-0.6440876043870291,0.34953517036631065,0.7211241690173991,0.6960851559229103,-0.7825549658463901,,-0.7825549658463901,-0.7713593538454981,0.041476585,84.0
CVS,0.05572472964311543,4.05,-0.178,0.036,0.0602,0.01993,0.13287,0.01245,0.02172,0.4455652,1.0952508,82809348096.0,-0.08533088509507814,0.16905875916916369,0.1358702770993072,0.03891172155920586,0.27999704388832714,1.0,0.27999704388832714,10408983.333333334,0.43932853920153225,1.3805049837665309,-0.6128211424834275,-0.3162980775794033,-0.737325829240037,-1.0365795987635726,-1.461885373050225,-1.3913820662391692,-1.5441323315270599,1.1190412899567606,0.5547811937165101,0.2199666927314718,-0.6294325491406366,1.1312928674618585,1.7607092705703402,-0.4513261329059689,,-0.4513261329059689,1.04538089688251,0.041447494,85.0
BIIB,0.08017785372224082,0.0,0.063,0.029,0.10358,0.05289,0.76122004,0.16869,0.21506001,2.1094196,1.2162232,20410531840.0,-0.3451259741076138,-0.25371751986039526,-0.11444178524142001,0.045042419961969005,0.4210563600954582,1.0,0.4210563600954582,1741240.0,1.3996247048096233,-1.2187553656733638,-0.2657133144520821,-0.3912382250228512,-0.5309839750332263,-0.28315566123131664,1.4541853613325781,0.25796935611435656,0.0999524795158948,0.5987643242914721,0.5369371947627399,-0.6149288212124345,-1.7661491494288395,-1.7361215233229392,-0.5483701861356213,1.4455468888730123,,1.4455468888730123,-0.5879299261718703,0.0412393,86.0
ES,0.03697670748451452,4.9,0.0,0.103,0.05549,0.03061,0.51692003,0.0682,0.22576,1.8920504,1.4964776,22516930560.0,0.08781795467225773,-0.05810015883456232,0.0485276196413289,0.040397068764258304,0.2350298271794021,1.0,0.2350298271794021,3339676.6666666665,-0.29692314517972623,1.9260287608094722,-0.3564510454312305,0.40098619080788356,-0.7597294745446491,-0.7924482986165918,0.32042859484868297,-0.8028558130632278,0.19094084264524136,0.6667343268380237,0.495598350361955,-0.5867452281985833,0.12816899456935923,-0.40937718142100993,0.9549904644354879,-1.0560157240166965,,-1.0560157240166965,-0.28672766311066994,0.040758558,87.0
STE,0.027401489862846226,1.01,0.238,0.056,0.096140005,0.05589,0.43812,0.086619996,0.18334,4.124685,3.4702253,22266578944.0,-0.02351158143215437,-0.07811332700221585,0.08114688561134442,0.034320680258834724,0.250196366587791,1.0,0.250196366587791,578626.6666666666,-0.6729505491710435,-0.5705447600105752,-0.013664061732225563,-0.10218337059812359,-0.5663731489287864,-0.2145794533248612,-0.045269577704129815,-0.6084046699350516,-0.16978158456701603,-0.031396684581806965,0.2044612654251719,-0.5900949302225685,-0.3589461863729708,-0.5451133834161879,1.2558967661128866,-0.8520660650287264,,-0.8520660650287264,-0.8070075877193776,0.040749375,88.0
LHX,0.03728797405413274,2.27,1.857,0.034,0.07873,0.0394,0.25904,0.07043,0.21745001,1.8578821,2.0527933,39619338240.0,-0.001530761697954408,-0.06552846751099972,-0.07276171318054625,0.05785868024748897,0.2528349754984168,1.0,0.2528349754984168,1448890.0,-0.28469942716647145,0.23811401537072535,2.318151596287476,-0.33770954827753125,-0.6491857979248641,-0.5915200094506776,-0.8763508443071724,-0.7793147629361901,0.1202760674705694,0.6774185426239369,0.4135391635659091,-0.35791519092525875,-0.262770532034093,-0.4597585302679706,-0.16387973349901863,-0.816583785714099,,-0.816583785714099,-0.6430190538440804,0.04045207,89.0
ARE,0.01815247915487285,5.23,0.0,0.05,0.02269,0.0141900005,0.70889,0.10339,0.24172,5.4951377,0.9545354,17163803648.0,-0.1707203562563554,-0.16653151845476888,-0.027791179799276367,0.041268509573035184,0.25941176663176163,1.0,0.25941176663176163,1228990.0,-1.036167514406051,2.137820344837908,-0.3564510454312305,-0.16641778269250748,-0.9157463675364287,-1.1677887317952227,1.2113301238711762,-0.43137170814374143,0.32665819149737785,-0.45992875586388654,0.5755373781881695,-0.6583700107275539,-1.0030486545404238,-1.1447960220925408,0.25096457650651044,-0.7281434188800628,,-0.7281434188800628,-0.6844560272496526,0.039560914,90.0
OTIS,0.0404492144135598,1.55,0.062,0.015,0.0,0.13706,0.30047,0.11535,0.15810001,2.797682,-8.252276,39897743360.0,0.04023102284199909,0.09381568893403269,0.020526815625209638,0.04426248355629636,0.25428052268031787,1.0,0.25428052268031787,2361156.6666666665,-0.160554676340346,-0.22397671341858924,-0.2671535958961956,-0.5411185199097469,-1.0236739072310468,1.6408641452641322,-0.6840809265309602,-0.305115672484831,-0.38441219408170496,0.38354893461944956,1.9335854369946435,-0.35419013330888666,-0.08004454624021307,0.6209684403339089,0.6966885643182643,-0.7971450167991104,,-0.7971450167991104,-0.4711155995218587,0.039264426,91.0
DUK,0.047535798853598155,3.48,0.196,0.027,0.09077,0.027309999,0.50762004,0.15113,0.28667998,3.118056,1.8963423,93335887872.0,0.3064498141356482,0.05533607885878378,0.10623041008399814,0.041778617968539544,0.21742411951498125,1.0,0.21742411951498125,3980413.3333333335,0.11774186536150237,1.0146831568083234,-0.07415588238499111,-0.4126496957209792,-0.591916182326662,-0.8678821501724285,0.2772688479836195,0.0725967820198357,0.7089795755854155,0.2833699690813284,0.43661642317484733,0.3608116856922064,1.0847785476926732,0.359986466759554,1.487287337226255,-1.292765715409885,,-1.292765715409885,-0.16599010869210878,0.039224263,92.0
XOM,0.07006255675504988,3.54,-0.099,-0.02,0.14515,0.062459998,0.30733,0.09889,0.085159995,1.4257057,1.8471442,297457188864.0,0.05612218189275486,0.023362698609835864,0.008764453531703964,0.04238475189969093,0.2783440086156365,1.0,0.2783440086156365,16176156.666666666,1.0023878993957591,1.0531907175407664,-0.49903890839846365,-0.9158192571269864,-0.33325158961651064,-0.0643976037271959,-0.6522447779443126,-0.4788760693866424,-1.0046644159510703,0.8125574261849914,0.4438733747185671,3.0919525746386016,-0.010513808151693635,0.14313198557079818,0.5881830915157586,-0.4735550653659249,,-0.4735550653659249,2.132121269955079,0.03875548,93.0
CL,0.039078157213224066,2.23,0.034,-0.001,0.84264,0.16377,0.60599,0.14372,0.2093,3.6262956,22.599636,72892162048.0,0.0288460689759078,-0.1463160096833479,-0.026204877277311245,0.035627766842967645,0.21742411951498125,1.0,0.21742411951498125,5249930.0,-0.21439732515901846,0.2124423082157634,-0.3074814763313726,-0.7124102854947707,2.9844381266284965,2.2514209829912732,0.7337878950714607,-0.005627066160141401,0.05097169714986772,0.12444659398375975,-2.617216939826952,0.08727484632763642,-0.12985867514577087,-1.0076874764067125,0.265597904726245,-1.292765715409885,,-1.292765715409885,0.07323193930514997,0.038283143,94.0
WRB,0.06895461290155977,0.51,0.471,0.139,0.22103001,0.0376,0.43945998,0.12876001,0.19259001,1.7581124,2.8625107,23978459136.0,0.13677865352956675,0.11266433170052181,0.05011434432209194,0.04231622656003475,0.24007797080931847,1.0,0.24007797080931847,1548473.3333333333,0.9588779482429794,-0.8914410994475993,0.321921514746212,0.7863926633741872,0.027680221370841647,-0.6326657341945507,-0.03905094761912471,-0.16355257041573845,-0.09112326163119201,0.7086159098823559,0.2941020321338668,-0.5671899910191297,0.34239336410749693,0.7488064298243597,0.9696276869869563,-0.98813160463253,,-0.98813160463253,-0.6242540154858652,0.037911706,95.0
EA,0.028332491763886306,0.55,0.037,-0.032,0.14038,0.07121,0.79379,0.14278,0.20074,4.92042,4.894668,36150325248.0,0.018169235078787205,-0.039236728692914724,-0.152572170506171,0.05901019086999271,0.28901437594460927,1.0,0.28901437594460927,4564520.0,-0.6363892675593481,-0.8657693922926373,-0.30316063199903226,-1.0442880813157542,-0.3559406316765956,0.13561638171743734,1.6053372689158394,-0.015550199397547367,-0.021819061382355964,-0.28021809063372366,-0.005650743996032569,-0.40433054875755475,-0.17657447095048354,-0.28143889885728474,-0.9001154774642949,-0.33006697494388276,,-0.33006697494388276,-0.05592365842978942,0.03696636,96.0
MKC,0.036350057304047834,2.24,-0.026,0.026,0.15163,0.05197,0.38535,0.11727,0.17241,3.2020533,4.0687838,21529647104.0,0.19645996500737084,-0.02338429864866587,-0.006859442642223823,0.04514703608050441,0.22982287588840972,1.0,0.22982287588840972,2100383.3333333335,-0.321532261116511,0.21886023500450402,-0.3938983629781806,-0.4233554310700432,-0.30242874002545184,-0.30418569832262954,-0.2901665982460247,-0.2848471450211932,-0.26272585918818464,0.25710453361529423,0.11617106660485989,-0.5999550705940498,0.6035250804214927,-0.17392225638593556,0.44405572765018747,-1.1260353845054618,,-1.1260353845054618,-0.5202545612236127,0.035867818,97.0
AEP,0.052860934194374515,3.57,0.97,0.026,0.113859996,0.02861,0.47320998,0.15045,0.26299,2.8566337,2.0878162,56336527360.0,0.320789929358154,0.04462666153764272,0.1358702770993072,0.03136296172280151,0.21742411951498125,1.0,0.21742411951498125,3436026.6666666665,0.3268647174169186,1.0724444979069878,1.0406219553588316,-0.4233554310700432,-0.4820860166220091,-0.8381657705542287,0.11757733442159835,0.06541834520979747,0.5075296207006952,0.3651151031514975,0.4083731208077428,-0.13423937398701957,1.1475227938807964,0.28735150858723696,1.7607092705703402,-1.292765715409885,,-1.292765715409885,-0.2685718996380602,0.03535941,98.0
LNT,0.04273232722347943,3.22,0.235,0.016,0.10014,0.02645,0.46220002,0.17332001,0.02172,4.0589705,2.307044,16158761984.0,0.3323919692007036,0.08658605289898236,0.05102594667691163,0.03826487966275627,0.21742411951498125,1.0,0.21742411951498125,2139443.3333333335,-0.07089478380791704,0.8478170603010711,-0.017984906064565966,-0.530412784560683,-0.5473467223469982,-0.8875406402468765,0.06648189382494421,0.30684617113618856,-1.5441323315270599,-0.010848167439795152,0.3760359874299032,-0.6718174577617696,1.1982867684284249,0.5719345577929484,0.9780370390993351,-1.292765715409885,,-1.292765715409885,-0.5128942693581209,0.03487748,99.0
ATO,0.046567480726767495,2.32,0.074,0.015,0.09009,0.03504,0.59626997,0.25902998,0.39657003,5.6881037,1.8615483,23791738880.0,0.3221345078472535,0.12519282140250843,0.07664799950459589,0.03022432507093331,0.21742411951498125,1.0,0.21742411951498125,920640.0,0.0797151420162393,0.27020364931442764,-0.24987021856683403,-0.5411185199097469,-0.5951506788886868,-0.6911840982747259,0.6886788106185929,1.2116455882469028,1.6434398670157866,-0.5202680289136006,0.4417487021045658,-0.5696883061066674,1.1534059100503868,0.8337789636399664,1.214395428182906,-1.292765715409885,,-1.292765715409885,-0.7425601234279525,0.034591623,100.0
CARR,0.0183375930339445,1.35,2.51,0.193,0.103590004,0.04147,0.26786,0.24922001,0.08217,2.556307,4.150084,57481117696.0,0.16380207749445064,-0.11198548010688902,-0.09423038271436313,0.04606918829358153,0.37704977640557713,1.0,0.37704977640557713,6172620.0,-1.0288979259600866,-0.3523352491933988,3.2586553792935695,1.3645023722236422,-0.5309363898808638,-0.5442024259952234,-0.8354186532671968,1.10808639743312,-1.030090117359663,0.4590254021441675,0.10417890406413735,-0.1189247671696497,0.46063260694409786,-0.7748459963294474,-0.36192398002784404,0.8537752595577244,,0.8537752595577244,0.24709951998540156,0.033299673,101.0
EXPD,0.0496743350593509,1.27,0.554,0.284,0.35157,0.14029,0.13302,0.07642,0.10191,1.4993975,7.148622,15894384640.0,-0.04003831211705611,-0.04307595253719321,-0.043604650610170936,0.03701369395231002,0.23538259539844694,1.0,0.23538259539844694,1577866.6666666667,0.20172410467592736,-0.4036786635033227,0.4414648746076298,2.3387242889884643,0.6486083814616331,1.7146978624434162,-1.461189247352266,-0.7160811798595285,-0.8622291858846522,0.7895144567410225,-0.33811957835698037,-0.6753548238808389,-0.43125782701800913,-0.30747783776321747,0.10508842396635824,-1.0512719287421994,,-1.0512719287421994,-0.6187152670928026,0.032783866,102.0
CNC,0.09848879288639087,0.0,2.51,0.023,0.12557,0.03701,0.14583,0.02246,0.02172,0.4455652,1.0926468,28864798720.0,-0.24152766291919403,-0.2222667887723293,0.022671301691325363,0.030823699561610463,0.3481715160578335,1.0,0.3481715160578335,5116423.333333333,2.118711747067221,-1.2187553656733638,3.2586553792935695,-0.45547263711723507,-0.42638606415245706,-0.6461523884161536,-1.4017401127465872,-1.2857112537855155,-1.5441323315270599,1.1190412899567606,0.5551652959850907,-0.5018108180945815,-1.3128614428085748,-1.5228118288206183,0.7164710257552188,0.46543938467578316,,0.46543938467578316,0.04807453959558536,0.032318685,103.0
EVRG,0.056189772641008655,3.96,0.358,0.059,0.090050004,0.02868,0.51897,0.14939,0.17368999,2.6532085,1.5582405,15514105856.0,0.3691650178947028,0.14076093688709035,0.09429533588616756,0.02576798245771794,0.23056187543217618,1.0,0.23056187543217618,2458373.3333333335,0.4575911957960318,1.3227436426678667,0.15916971156139037,-0.07006616455093169,-0.5953409243658849,-0.8365656590364114,0.32994217349564686,0.05422842900591405,-0.25184134481743004,0.42872490326132356,0.48648803161997894,-0.6804429500643082,1.3591848633560715,0.9393672868078534,1.377188629290405,-1.1160978040934086,,-1.1160978040934086,-0.45279652525516906,0.03130893,104.0
INTU,0.017902471916034255,0.69,-0.185,0.284,0.17424999,0.08257,0.79822,0.17691,0.15697,9.751368,9.33248,167401717760.0,-0.08029006647473891,-0.07049899832730844,-0.10552920920059394,0.0386096552086268,0.3166998148740379,1.0,0.3166998148740379,2055766.6666666667,-1.0459855234282975,-0.7759184172502707,-0.6229031125922216,2.3387242889884643,-0.19483421077834442,0.3952916223232152,1.6258961811955552,0.34474398931805594,-0.3940213395313544,-1.7908256093726194,-0.6602489224650816,1.351811720954537,-0.6073767734654275,-0.49347038284692385,-0.4661534281825517,0.04222862107494937,,0.04222862107494937,-0.528661926526532,0.031140134,105.0
GL,0.09520771037738336,0.86,0.047,0.036,0.21869,0.032279998,0.32685003,0.18531,0.2482,1.8198862,1.9850265,10515428352.0,0.06324011346668135,0.2316077290563996,0.1358702770993072,0.032436012198991504,0.31809779666599697,1.0,0.31809779666599697,678833.3333333334,1.989860687290634,-0.6668136618416823,-0.2887578175578976,-0.3162980775794033,0.016549700341277795,-0.7542742552661369,-0.5616554812248051,0.4334187969714712,0.3817614759937341,0.6892996252233049,0.42353508584487815,-0.7473252031926378,0.020630240839191478,1.555521532312957,1.7607092705703402,0.06102776187194192,,0.06102776187194192,-0.7881250912131126,0.030747054,106.0
RSG,0.028016035482196874,1.0,0.168,0.056,0.18624,0.06331,0.42808,0.12743,0.20282,4.519289,6.347048,72453242880.0,0.2623491605527235,0.13697732716457045,0.10616027320145549,0.03807603806190585,0.21742411951498125,1.0,0.21742411951498125,1072773.3333333333,-0.6488167902311189,-0.5769626867993157,-0.11448376282016816,-0.10218337059812359,-0.13780237824357722,-0.04496763243622822,-0.0918635910875034,-0.1775928538594433,-0.004131587346488564,-0.15478691137051226,-0.21988363679204947,0.0814021124148043,0.891818991752603,0.9137055420373804,1.4866403383037012,-1.292765715409885,,-1.292765715409885,-0.7138927978825484,0.030391714,107.0
RTX,0.02730979038233843,1.94,0.049,0.085,0.08125,0.03258,0.19086,0.05913,0.10271,2.1495252,2.8785598,173548355584.0,0.4668833838880577,0.09361954013426876,0.11722156114566862,0.030508726758733618,0.2687162164292688,1.0,0.2687162164292688,5245373.333333333,-0.6765516702071512,0.026322431342289433,-0.2858772546696706,0.208282954524732,-0.6371991341950077,-0.7474165887580194,-1.1927631782193646,-0.8986034922794751,-0.8554263112554725,0.5862235515686991,0.29173471426955266,1.4340536712511835,1.786745250274413,0.6196380915913794,1.5886785402099468,-0.6030232901430712,,-0.6030232901430712,0.07237330139935308,0.030372769,108.0
PEP,0.04677299978072818,3.65,0.18,-0.002,0.52304,0.08989,0.5489,0.104270004,0.10639,2.2186427,11.300479,203791187968.0,-0.07932893645975947,-0.15455452558003735,-0.05217839964049331,0.03194659816125189,0.21742411951498125,1.0,0.21742411951498125,7735253.333333333,0.08778606002406657,1.1237879122169117,-0.09720038549080659,-0.7231160208438346,1.4642247424768895,0.5626175696149661,0.4688424544283533,-0.4220819241634752,-0.8241330879612455,0.5646109374034387,-0.95053804706723,1.8387024546955522,-0.603171411280888,-1.063563929776096,0.02599727842690938,-1.292765715409885,,-1.292765715409885,0.5415551628957872,0.029913493,109.0
AZO,0.041899795382349246,0.0,-0.021,0.024,0.0,0.13438,0.53125,0.13961,0.17884001,3.1883264,-10.355988,59534077952.0,0.15073931560741927,0.14498702022953824,0.06347822828892746,0.03552326638221892,0.2568527341421616,1.0,0.2568527341421616,570043.3333333334,-0.10358905764372685,-1.2187553656733638,-0.38669695575761326,-0.4447669017681711,-1.0236739072310468,1.5796027328676991,0.3869316639685379,-0.049014382761990785,-0.20804766932021948,0.2613968502266462,2.243892868499962,-0.09145618024954572,0.4034773376161079,0.9680300401217492,1.0929068835269038,-0.7625556067588868,,-0.7625556067588868,-0.8086249926992072,0.029361695,110.0
CAG,0.04015594642104506,5.23,-0.013,-0.004,0.055159997,0.05468,0.27472,0.041300002,0.13289,1.0263611,1.3911487,12243257344.0,-0.05020995620777169,-0.17114978425096783,-0.062278164211094666,0.035945047714913914,0.2573091107462881,1.0,0.2573091107462881,6017030.0,-0.1720715740502751,2.137820344837908,-0.3751747042047055,-0.7445274915419626,-0.7612991709695872,-0.2422385238471316,-0.8035825046805489,-1.0868263069355204,-0.5987878658696655,0.9374300092324134,0.5111348593623697,-0.7242068692107122,-0.47576319751630175,-1.176118691933164,-0.06717105980441926,-0.7564185539826809,,-0.7564185539826809,0.21778083561899425,0.029360373,111.0
DHR,0.025102020888395665,0.61,0.035,0.021,0.075679995,0.03976,0.59606,0.16330999,0.22469,6.308607,3.058813,150617997312.0,-0.1711417485794211,-0.22495421631359425,-0.10371146676094822,0.04233857516806716,0.30660247806630564,1.0,0.30660247806630564,5188033.333333333,-0.7632527629885683,-0.8272618315601944,-0.30604119488725917,-0.476884107815363,-0.663693490111126,-0.5832908645019029,0.6877043738665902,0.20117514755204077,0.1818419978287135,-0.7142955676870043,0.26514651801806277,1.1272457155381055,-1.0048924293811394,-1.541038888351259,-0.4493851123222673,-0.0935537313240834,,-0.0935537313240834,0.06156840801565366,0.028912252,112.0
ETR,0.0288269232393517,2.82,-0.575,0.006,0.069520004,0.028369999,0.48303002,0.08886,0.24063998,3.0792816,2.420471,36580798464.0,0.5156492930530967,0.30036097822493657,0.1358702770993072,0.026201378615567927,0.23984495406537976,1.0,0.23984495406537976,3940320.0,-0.6169724990307541,0.5910999887514516,-1.1846128757964736,-0.6374701380513228,-0.6929941808634834,-0.843651890045481,0.16315054908148535,-0.5847580123347087,0.3174741406761195,0.2954944838089947,0.3593049705258052,-0.39857082159483237,2.0001173301191235,2.021829756917233,1.7607092705703402,-0.9912650607351464,,-0.9912650607351464,-0.1735451172736189,0.028221918,113.0
AON,0.03129466433170917,0.68,0.331,0.229,0.84264,0.06616,0.4693,0.16906999,0.39666998,5.487262,14.072624,86139035648.0,0.25300218343228353,0.14720342438117529,0.09971597268625043,0.031157931982271236,0.22641456380920238,1.0,0.22641456380920238,1195146.6666666667,-0.520062087868715,-0.7823363440390111,0.12028211257032682,1.7499088447899458,2.9844381266284965,0.020179765074904172,0.09943175071156625,0.2619807299429543,1.6442898011647695,-0.45746607325266175,-1.359442495352124,0.26451787762245693,0.8509218982174537,0.9830624567341175,1.4271929357560593,-1.1718681264092892,,-1.1718681264092892,-0.6908333137584712,0.028046813,114.0
AEE,0.04459241396529167,2.87,0.288,0.205,0.100080006,0.026630001,0.49877,0.16139,0.14637,3.6527963,2.2084086,26753081344.0,0.41342445988847176,0.20446366613590694,0.11112054730131238,0.026466974294114376,0.21936889547139046,1.0,0.21936889547139046,2084496.6666666667,0.002152494735341786,0.6231896226951542,0.058350010473447726,1.49297119641241,-0.5476320905627955,-0.8834260449137532,0.2361972461705324,0.18090672565365037,-0.48415942836798637,0.11615998922795542,0.39058517364431833,-0.5300655746705168,1.5528391877123813,1.3714211451738128,1.5323978895639332,-1.2666136458812045,,-1.2666136458812045,-0.5232481737027844,0.02784075,115.0
GIS,0.07723304282896604,4.03,0.392,0.02,0.27482,0.07327,0.35265,0.13081001,0.2086,1.6497072,3.574601,32831318016.0,-0.06461201547803119,-0.16919693260550273,-0.08164963479607046,0.0191650029586099,0.21742411951498125,1.0,0.21742411951498125,5474140.0,1.283979333686399,1.3676691301890502,0.20813928066124826,-0.487589843164427,0.2835383650860517,0.18270537781320348,-0.4419220004010364,-0.1419116947384169,0.045019181849335364,0.7425135445061178,0.18906535791569834,-0.44873883107777796,-0.5387784758768893,-1.1628737792239463,-0.245869059236281,-1.292765715409885,,-1.292765715409885,0.11548106985205002,0.027087366,116.0
HRL,0.04671631489748712,3.93,-0.225,-0.003,0.09523,0.04913,0.16728,0.06352,0.07961,1.363623,2.0228722,16244430848.0,-0.11176897216646686,-0.04805109918593531,-0.09967228294049413,0.035401339101775786,0.22509904092997524,1.0,0.22509904092997524,3398553.3333333335,0.08555999370026303,1.303489862301645,-0.6805143703567604,-0.7338217561928987,-0.5707016901698531,-0.369104508474074,-1.3021941379384834,-0.852260348755845,-1.0518593161730385,0.8319703019608455,0.4179526667872691,-0.6706712092505025,-0.7451106882776793,-0.3412209965081064,-0.4121244374093104,-1.1895584139155377,,-1.1895584139155377,-0.2756332071266981,0.027074339,117.0
SYK,0.020999649242858694,0.91,-0.526,0.107,0.1526,0.07474,0.64373,0.13246,0.25606,6.2405353,6.830373,141004898304.0,0.044968362950996266,0.009307418286273794,-0.015342231290784492,-0.0417498791578943,0.2582184011071012,1.0,0.2582184011071012,1361330.0,-0.9243565854842586,-0.63472402789798,-1.1140390850349138,0.44380913220413953,-0.29781482581197527,0.2163077196873666,0.908933120677887,-0.12449353451460046,0.44859971922542546,-0.6930099687044985,-0.29117635144705356,0.998622550573721,-0.0593166211528825,0.04780423170814946,0.3658036737107838,-0.7441910145278791,,-0.7441910145278791,-0.6595184689936571,0.026932444,118.0
JKHY,0.031621451258916376,1.32,0.063,0.052,0.21903,0.112959996,0.41417,0.17825001,0.21435,5.638316,6.488192,12817601536.0,0.033385786437397647,0.008080428812293539,-0.013665082520160743,0.0365239193883542,0.22732103597830064,1.0,0.22732103597830064,753110.0,-0.5072288714603534,-0.3715890295596203,-0.2657133144520821,-0.14500631199437958,0.018166948622290176,1.0899685169806639,-0.1564176474782134,0.35888983800896673,0.09391484324656503,-0.5046997234876848,-0.24070304178303045,-0.7165221498821716,-0.10999543516418397,0.03948236633976045,0.381275040675175,-1.1596784841453844,,-1.1596784841453844,-0.7741287280420294,0.026777383,119.0
CHD,0.021723189391715074,1.08,0.226,0.035,0.14247,0.083380006,0.45686,0.09584,0.16226,4.3941193,6.151677,26835326976.0,0.04621642686408367,0.059284251971478685,0.036182295327810365,0.032563770039381934,0.21742411951498125,1.0,0.21742411951498125,1658273.3333333333,-0.8959425133860672,-0.5256192724893918,-0.03094743906158713,-0.32700381292846725,-0.34599931136096085,0.41380733561037397,0.0416997261608523,-0.5110734697846088,-0.3490373310459032,-0.11564712142901594,-0.19106549381400614,-0.5289651289678842,-0.053855798265046266,0.38676433714205827,0.8411072800130162,-1.292765715409885,,-1.292765715409885,-0.6035637941128237,0.026291067,120.0
NOC,0.05840018304953375,1.7,0.0,0.005,0.27748,0.071279995,0.20379,0.10172,0.15767999,1.7107335,4.5972333,70196527104.0,0.07646708586292794,-0.05665691435079345,0.024143596528496847,0.034496843291643264,0.2435508704326339,1.0,0.2435508704326339,1140726.6666666667,0.5443959996672428,-0.1277078115874821,-0.3564510454312305,-0.6481758734003868,0.29619095457867767,0.13721637894157485,-1.132757143055319,-0.44900110442721797,-0.38798387333389023,0.7234309984673661,0.038222275598643406,0.051207278751630884,0.07850400262397197,-0.3995886000661646,0.7300526555453937,-0.9414303318634196,,-0.9414303318634196,-0.7010879753898093,0.026254423,121.0
ROP,0.025206837223521326,0.58,0.185,0.163,0.08533,0.041950002,0.69302005,0.2201,0.27953,8.684681,3.2375455,61133205504.0,0.041913714804926006,0.035718057183403484,0.03600266618949832,0.004463914563705762,0.2275375568296902,1.0,0.2275375568296902,630126.6666666666,-0.7591365312797459,-0.846515611926416,-0.08999897827023925,1.0433303117517227,-0.6177921548228597,-0.5332301870127185,1.1376802570690376,0.8006802920026996,0.648179053658987,-1.4572791910834892,0.23878263218125412,-0.07005987019918442,-0.07268203644566389,0.2269302844216122,0.8394502366039873,-1.1567668539695342,,-1.1567668539695342,-0.797303157840401,0.025533542,122.0
DVN,0.09848879288639087,2.78,-0.461,0.176,0.21857001,0.093100004,0.52831,0.19056,0.22400999,1.4769981,1.5516235,22407538688.0,-0.24025360908003923,-0.11491255912749487,0.007563505344147403,0.024349387448210358,0.4886848394536477,1.0,0.4886848394536477,9846883.333333334,2.118711747067221,0.5654282815964897,-1.0204207911675385,1.1825048712895543,0.015978954396458238,0.6359942035098173,0.3732876002885458,0.4888405517548558,0.17605946935797775,0.7965186103885549,0.4874640702955537,-0.5882088903106982,-1.3072869026810734,-0.7946984547642373,0.5771045811054998,2.3549702537936,,2.3549702537936,0.9394612845529416,0.02519556,123.0
ICE,0.02788495437449823,1.12,0.863,0.055,0.10474,0.020079998,0.8199,0.29680002,0.44182998,10.592207,3.5514677,98285084672.0,0.25972037921774915,0.0676181079866216,0.08456324674696458,0.027017291462297033,0.22357722965457208,1.0,0.22357722965457208,3083526.6666666665,-0.6539644631705502,-0.49994756533442986,0.8865118408386907,-0.11288910594718758,-0.5254663044274194,-1.0331508340857218,1.726509548740529,1.6103659492066413,2.028312073981968,-2.053750756869321,0.19247762865677032,0.42703188751451604,0.8803169291333633,0.4432874200439693,1.287412024471515,-1.2100227322616761,,-1.2100227322616761,-0.3349954245378518,0.025104266,124.0
KMI,0.04317343017306415,4.24,0.121,-0.013,0.08554,0.03812,0.51596,0.17305,0.28693,3.987756,1.971913,60215115776.0,0.5156492930530967,0.30036097822493657,0.016216167116511748,0.03120242288429287,0.3122754732040466,1.0,0.3122754732040466,14214233.333333334,-0.053572274432265185,1.5024455927526004,-0.1821769906935011,-0.8408791096835385,-0.6167932661787049,-0.6207791914907651,0.31597325115660724,0.30399580389636743,0.7111056439789001,0.011420165637528604,0.4254693888782996,-0.08234390123208846,2.0001173301191235,2.021829756917233,0.6569236811422969,-0.017267019330791285,,-0.017267019330791285,1.7624252036199055,0.023968583,125.0
