,Earnings Yield,Dividend Yield,EPS Growth,Sales Growth,ROE,ROA,Gross Margin,Net Income Margin,Operating Margin,Price to Sales,Price to Book,MarketCap,momentum_12m,momentum_6m,momentum_3m,future_return,volatility,beta,idiosyncratic_vol,avg_volume,Earnings Yield_z,Dividend Yield_z,EPS Growth_z,Sales Growth_z,ROE_z,ROA_z,Gross Margin_z,Net Income Margin_z,Operating Margin_z,Price to Sales_z,Price to Book_z,MarketCap_z,momentum_12m_z,momentum_6m_z,momentum_3m_z,volatility_z,beta_z,idiosyncratic_vol_z,avg_volume_z,predicted_return,rank
ENPH,0.012902115392133349,0.0,2.48,0.265,0.11302,0.01705,0.4729,0.07716,0.16775998,5.7882123,9.243123,9169638400.0,-0.3451259741076138,-0.25371751986039526,-0.21689346033573242,-0.0489201229715619,0.4886848394536477,1.0,0.4886848394536477,4890510.0,-1.2423540193733436,-1.2187553656733638,3.215446935970166,2.135315317356249,-0.4860815521721775,-1.10241275835377,0.11613876746257668,-0.7082693515662514,-0.30226773804215784,-0.5515713681030152,-0.6470683439652581,-0.7653318587840818,-1.7661491494288395,-1.7361215233229392,-1.4934667030720303,2.3549702537936,,2.3549702537936,0.005504440526474557,-0.048166674,288.0
DD,0.022960177638302354,2.13,0.0,0.067,0.03207,0.03112,0.3659,0.056760002,0.15556,2.601921,1.3800079,32227395584.0,0.06467840660601021,-0.0320732764079249,-0.05433320567635547,-0.05236696773448113,0.3054713039934587,1.0,0.3054713039934587,2714340.0,-0.8473648729072345,0.14826304032835852,-0.3564510454312305,0.015579718241580262,-0.8711293414308526,-0.7807903432724944,-0.3804308970813452,-0.9236224347543536,-0.4060114060652837,0.44476218685810853,0.5127781798515405,-0.456819306950562,0.026923399396460667,-0.23285389731266418,0.0061196173023629645,-0.10876501718178973,,-0.10876501718178973,-0.4045633103421195,-0.048190866,289.0
PKG,0.04537601813007879,2.54,0.164,0.107,0.19166,0.08258,0.21305001,0.09604,0.14807999,2.108105,3.9845316,17672876032.0,0.10136742214994854,-0.038598766974929144,-0.16533660740501155,-0.0322465794313197,0.27754662474116487,1.0,0.27754662474116487,947983.3333333334,0.032925334735854225,0.4113980386667183,-0.12024488859662204,0.44380913220413953,-0.11202153799920386,0.39552020968290325,-1.089782936892951,-0.5089621648404798,-0.4696183688840475,0.5991753915693921,0.12859866305374287,-0.6515586275126766,0.18745381271391276,-0.27711202267794793,-1.0178648929096115,-0.48427775990434063,,-0.48427775990434063,-0.7374076678747328,-0.048669253,290.0
LUV,0.023952095808383235,2.27,0.0,0.016,0.04457,0.009430001,0.21322,0.01692,0.03766,0.684246,1.8189635,18805133312.0,0.1487276592183353,0.11140708860607274,-0.04448124305000323,0.06821237443783823,0.3540611825119703,1.0,0.3540611825119703,11732286.666666666,-0.8084113546474223,0.23811401537072535,-0.3564510454312305,-0.530412784560683,-0.8116716840406929,-1.2765963035774306,-1.0889940408436443,-1.3441944007378874,-1.4085850545406529,1.0444072820853005,0.4480301607401432,-0.636409036856597,0.3946754652626346,0.7402793739781492,0.0970020314218182,0.5446397501994888,,0.5446397501994888,1.2947382640077405,-0.049325883,291.0
TPR,0.048822029397989714,1.99,-0.007,0.053,0.39821997,0.07958,0.74767995,0.117419995,0.2497,2.1525111,10.907121,14586276864.0,0.5134978739276328,0.30036097822493657,0.1358702770993072,-0.1687452087562401,0.4300648860323022,1.0,0.4300648860323022,6180153.333333333,0.1682532951432548,0.05841206528599186,-0.3665330155400247,-0.13430057664531558,0.8705042161433318,0.32694400177644783,1.3913479973214145,-0.28326371909572007,0.3945168659234462,0.5852898791321084,-0.8925158887860257,-0.6928572923484603,1.9907039349568525,2.021829756917233,1.7607092705703402,1.5666876279256783,,1.5666876279256783,0.24851906765701878,-0.049815252,292.0
BLK,0.04520297037758945,2.24,0.163,0.226,0.14376001,0.03666,0.49424,0.3121,0.36727002,7.0653925,3.029789,144183459840.0,0.15034217714646303,0.06018797515580232,-0.1234350573875661,-0.04101879842073808,0.27323681101552494,1.0,0.27323681101552494,874846.6666666666,0.026129593928058067,0.21886023500450402,-0.1216851700407355,1.7177916387427536,-0.3398632335521705,-0.6541529460052401,0.21517425009217767,1.7718805663020105,1.3942844986861442,-0.9509377063257506,0.26942769476279316,1.0411516709389792,0.40173968397955245,0.3928936991534834,-0.6313313497609073,-0.5422333037484265,,-0.5422333037484265,-0.7511892145397572,-0.050280526,293.0
WAT,0.028397189904958015,0.0,0.064,0.065,0.42824,0.114029996,0.59431,0.2156,0.32535,7.573999,12.249505,22406819840.0,0.07227129365183549,0.17098239449864927,-0.021076116356676167,-0.01246369490189203,0.2831651789781035,1.0,0.2831651789781035,570043.3333333334,-0.6338485133967269,-1.2187553656733638,-0.26427303300796867,-0.005831752456547725,1.0132978688299177,1.1144273644672995,0.6795829073904045,0.7531759307597988,1.0378136980452584,-1.1099758087808949,-1.090523853342883,-0.5882185084894781,0.060145585319637936,1.1443396250497018,0.3129097137116002,-0.40872313338253635,,-0.40872313338253635,-0.8086249926992072,-0.050304994,294.0
TSCO,0.03935944239320524,1.78,-0.039,0.031,0.49828997,0.09658,0.36259,0.07399,0.084359996,1.8510857,12.149555,27550134272.0,0.038018410471461817,-0.06536992180279844,-0.08858540580078023,-0.06855282518276506,0.286364497055488,1.0,0.286364497055488,5419736.666666667,-0.20335100326966563,-0.07636439727755821,-0.4126220217516557,-0.36982675432472323,1.346498438145996,0.7155425132463615,-0.39579207081630197,-0.741733534930695,-1.0114672820766566,0.6795437348098924,-1.0757807574348135,-0.5194010147655191,-0.08972568848640614,-0.4586832186484609,-0.3098501802163482,-0.3657008055260112,,-0.3657008055260112,0.10522954881290589,-0.051294547,295.0
WFC,0.07579393387797843,2.26,0.663,0.005,0.10836001,0.0103400005,0.062800005,0.25297,0.29264,2.9882283,1.4517252,232968257536.0,0.2551355371745563,0.30036097822493657,-0.005589565943685648,-0.10599371010572756,0.31573753366913176,1.0,0.31573753366913176,17514696.666666668,1.2274642314420436,0.2316960885819847,0.5984555520159975,-0.6481758734003868,-0.5082473192811031,-1.2557948652751738,-1.7870688675525082,1.14767325957029,0.7596611616446706,0.32396628677313094,0.5021995402100419,2.229091342722096,0.8602562494646067,2.021829756917233,0.455770089993432,0.029288495558736322,,0.029288495558736322,2.3843497664639215,-0.05266743,296.0
APD,0.059194301625037485,2.45,0.015,-0.022,0.22396,0.048249997,0.32544997,0.31877002,0.22479999,5.396495,3.8907106,64945197056.0,0.21190358727521086,0.05517090979367456,-0.05969891326497356,-0.059384541045035544,0.25287840017967755,1.0,0.25287840017967755,1510386.6666666667,0.5755817500289065,0.3536366975680541,-0.3348468237695285,-0.9372307278251143,0.041617048696969174,-0.3892202647028421,-0.568152932856033,1.842292797319205,0.1827773080542929,-0.42908379452530343,0.14243770258541855,-0.01905546279344549,0.6710976502770654,0.3588662332514353,-0.04337797801010004,-0.8159998391263963,,-0.8159998391263963,-0.6314308967672364,-0.053101588,297.0
HOLX,0.05205073385028387,0.0,-0.155,0.009,0.15784,0.07102,0.60931,0.1842,0.22871,3.3928306,2.8688214,13703643136.0,-0.2046377881813055,-0.24508828069190125,-0.19621342425979826,-0.04438847393372214,0.26770160138170984,1.0,0.26770160138170984,2362850.0,0.295047421545559,-1.2187553656733638,-0.5796946692688177,-0.6053529320041309,-0.2728901758340203,0.13127322188336193,0.7491954771862814,0.4217010545315556,0.21602644284034184,0.1974496534996926,0.2931711741514051,-0.7046669224693191,-1.1514521830858595,-1.6775950501015464,-1.302697444809608,-0.6166671667969146,,-0.6166671667969146,-0.47079651535496414,-0.053247336,298.0
CF,0.08795511052615099,2.61,0.316,-0.03,0.18503,0.07745,0.34636003,0.20518999,0.27231002,2.188615,2.6114366,12991619072.0,-0.07216626362807155,-0.0018593313939708755,-0.141580300197639,-0.05021856029164318,0.40877498590179334,1.0,0.40877498590179334,3126110.0,1.7050445711456346,0.4563235261879016,0.09867789090862482,-1.0228766106176261,-0.14355787947894463,0.2782548941628647,-0.47111273211030136,0.6432824028526402,0.5867832802025051,0.5740004132144879,0.3311366448035238,-0.7141937970564078,-0.5718315998119341,-0.02793251209621712,-0.798717639570017,1.2803950364131054,,1.2803950364131054,-0.32697121148258146,-0.05495008,299.0
IEX,0.03640550401709253,1.51,0.131,0.094,0.13758,0.06996,0.44506,0.15449001,0.20233999,4.2285376,3.648092,13822243840.0,-0.2327061348917434,-0.07334945053070852,-0.19809316604342186,-0.05761080026493559,0.23126563860334898,1.0,0.23126563860334898,650796.6666666666,-0.31935481884941663,-0.2496484205735512,-0.16777417625236643,0.3046345726663078,-0.3692591469319914,0.10704296175641424,-0.013062162078570758,0.10806681064644931,-0.008213397159929319,-0.06387074938245949,0.1782250891675249,-0.7030800462806114,-1.2742634177772898,-0.5128031318058648,-1.320037692402506,-1.1066340592730448,,-1.1066340592730448,-0.7934081954015962,-0.055068716,300.0
WDC,0.07770042786517609,0.0,0.0,0.0,0.10829,0.06177,0.34632,0.08083,0.15403,0.99279547,1.2788994,15488602112.0,-0.05708725830901795,-0.0685661527236644,-0.1571790205208733,-0.12435806132156213,0.45312506606064457,1.0,0.45312506606064457,9340806.766666668,1.3023339642310603,-1.2187553656733638,-0.3564510454312305,-0.7017045501457067,-0.508580329728614,-0.0801700858282088,-0.47129850485489644,-0.6695269058414854,-0.41902190379359,0.9479257738420113,0.5276921599678089,-0.6807841898943559,-0.5058543878209282,-0.4803611580063633,-0.9426127611732782,1.876785780598545,,1.876785780598545,0.8440984776673123,-0.055221092,301.0
SPGI,0.025406484700341944,0.79,0.558,0.14,0.11023,0.059949998,0.69095004,0.27111,0.38976002,10.539247,4.5158687,149741617152.0,0.14511179622240267,-0.061132141967823794,-0.05598397980705272,-0.08305180034436244,0.25537911981123224,1.0,0.25537911981123224,1506550.0,-0.7512961953846757,-0.7117391493628658,0.44722600038408367,0.7970983987232512,-0.4993525013016612,-0.12177303100893033,1.128073676028827,1.3391686180027853,1.5855303116989607,-2.037190492881298,0.050223937442782494,1.1155197580921887,0.3788544907112406,-0.4299411356922544,-0.009108448805238556,-0.7823718042565566,,-0.7823718042565566,-0.6321538610902593,-0.055715684,302.0
FI,0.02511532580881521,0.0,0.137,0.068,0.10899,0.043730002,0.60828,0.15306,0.31765,5.888651,4.471694,120458240000.0,0.42078779393877075,0.2360190898756096,0.05221608916411302,-0.05761206412564346,0.2534516213928441,1.0,0.2534516213928441,3467323.3333333335,-0.762730266802753,-1.2187553656733638,-0.1591324875876856,0.026285453590644256,-0.505250700914765,-0.4925416369882218,0.744415414060298,0.09297087473068011,0.9723360297394031,-0.5829779275179295,0.056739913819072604,0.7237084756949619,1.5850569793583131,1.5854409013110993,0.989015869052839,-0.8082915368036314,,-0.8082915368036314,-0.2626744956164607,-0.055855844,303.0
TFC,0.0022031539735402087,5.13,0.0,0.065,0.0,0.009430001,0.062800005,0.3482,0.37153998,4.6398964,0.9236481,52931940352.0,0.16753600820333303,-0.0037036568409539727,-0.10186179288847885,-0.11580449069089838,0.331531250142967,1.0,0.331531250142967,8146340.0,-1.6625118525000535,2.0736410769505027,-0.3564510454312305,-0.005831752456547725,-1.0236739072310468,-1.2765963035774306,-1.7870688675525082,2.152971108717284,1.4305945018756598,-0.1925000983589769,0.5800934004617195,-0.17979271282199444,0.47697017913318457,-0.04044136273492618,-0.43232223528555863,0.24167201972705954,,0.24167201972705954,0.6190184974753777,-0.055942316,304.0
AME,0.03372317549021188,0.7,0.129,0.018,0.1497,0.07501,0.35678002,0.19826001,0.2825,5.8554564,4.2086396,40643776512.0,-0.023341799924310846,0.06062280233486561,-0.064685900134137,-0.04875274533478502,0.24119947061717864,1.0,0.24119947061717864,1433783.3333333333,-0.424692271476321,-0.7695004904615301,-0.17065473914059334,-0.509001313862555,-0.3116090023264924,0.22247957839894741,-0.42275524670047876,0.5701258976690669,0.6734347257198167,-0.5725981816913275,0.09554167718315135,-0.3442082174772968,-0.35820331837218894,0.39584284690040145,-0.08938194930403177,-0.9730504119352927,,-0.9730504119352927,-0.6458656866085803,-0.056225456,305.0
STX,0.06257110423857912,3.28,0.0,0.284,0.0,0.112110004,0.31749,0.14673,0.21032,2.3159983,-10.355988,18609045504.0,0.020334460422862355,-0.11400521435364541,-0.09997971264449079,-0.1140005812212922,0.39577347928298773,1.0,0.39577347928298773,3211720.0,0.7081918243616007,0.8863246210335137,-0.3564510454312305,2.3387242889884643,-1.0236739072310468,1.070538774277056,-0.605093864002572,0.026148073248999232,0.05964536230207187,0.5341684442630994,2.243892868499962,-0.6390326896926802,-0.1671006675720979,-0.7885445298848393,-0.41496041585654,1.1055593161585189,,1.1055593161585189,-0.31083924561968457,-0.056260914,306.0
TRGP,0.030215447623425117,1.58,0.168,0.039,0.34414002,0.07762,0.34664002,0.08009,0.15901,2.5336974,15.98488,41505763328.0,0.5156492930530967,0.30036097822493657,0.025327810548144924,-0.051298636392611896,0.4886848394536477,1.0,0.4886848394536477,1814273.3333333333,-0.5624438982039459,-0.2047229330523678,-0.11448376282016816,-0.28418087153221133,0.6132668450411739,0.2821408792775636,-0.46981334388249146,-0.6773387341347625,-0.3766740092269458,0.4660952840298096,-1.6415092648246727,-0.3326748428247289,2.0001173301191235,2.021829756917233,0.7409767965537899,2.3549702537936,,2.3549702537936,-0.5741678511784479,-0.057173274,307.0
BR,0.028113332264277018,1.55,1.034,0.131,0.35341,0.08861,0.31165,0.11359,0.13252,3.9861999,11.953268,26639374336.0,0.14403938203207445,0.08962708974701306,-0.02627788190979219,-0.05708635539724394,0.23102096041216277,1.0,0.23102096041216277,570043.3333333334,-0.6449958581303683,-0.22397671341858924,1.1327999677820935,0.7007467805816753,0.6573605486294647,0.5333583875748784,-0.6321963578431001,-0.3236951559931656,-0.6019341953856612,0.011906748469699403,-1.0468275001410945,-0.5315869732575301,0.3741622118188097,0.5925599174771904,0.2649244513755365,-1.1099243308577822,,-1.1099243308577822,-0.8086249926992072,-0.05722266,308.0
RMD,0.03778551205225585,0.95,0.649,0.103,0.25654,0.13886,0.59023,0.25345,0.32544,6.6822047,6.266704,32921708544.0,0.17519426577867225,-0.10195421262764048,-0.08591720574169348,-0.05045115132204048,0.31651427975997304,1.0,0.31651427975997304,1062763.3333333333,-0.26516066270038785,-0.6090523207430182,0.578291611798409,0.40098619080788356,0.1965874869186818,1.682009870008006,0.660648288405926,1.1527403914362,1.0385790214410413,-0.8311172545699014,-0.2080325182564023,-0.44752940675119124,0.510478389578036,-0.7068104840395117,-0.285236560380352,0.039733666739954716,,0.039733666739954716,-0.7157790375541709,-0.05781804,309.0
NSC,0.04980628592184985,2.32,0.391,-0.016,0.1936,0.06883,0.49922,0.21628,0.37665,4.338911,3.6749935,52600619008.0,-0.09739124712154379,-0.07765575723706997,-0.05539421932034849,-0.08510889802951227,0.2836600955526398,1.0,0.2836600955526398,1248846.6666666667,0.20690593366826432,0.27020364931442764,0.2066989992171348,-0.8729963157307304,-0.10279370957225106,0.08121259011164957,0.23828562326440875,0.760354367569837,1.4740480336414115,-0.09838382795601815,0.17425699117281832,-0.18422578896633343,-0.6822018827453511,-0.5420099876145621,-0.0036680245144908746,-0.4020678204013598,,-0.4020678204013598,-0.6807143257099073,-0.058182977,310.0
MTD,0.03290388065736163,0.0,0.403,0.118,0.0,0.1674,0.60056,0.2229,0.32122,6.645177,-10.355988,25732524032.0,-0.05774903152006594,-0.10423039308968629,-0.03177951467196516,-0.06273805966602808,0.28060644725640177,1.0,0.28060644725640177,570043.3333333334,-0.4568667160970903,-1.2187553656733638,0.22398237654649641,0.5615722210438433,-1.0236739072310468,2.334398194558084,0.708588144805353,0.8302385612205047,1.002693857772118,-0.8195389221139099,2.243892868499962,-0.5437206209139546,-0.5087499336816429,-0.722248324184836,0.2141729731180418,-0.4431312767322398,,-0.4431312767322398,-0.8086249926992072,-0.05835824,311.0
SPG,0.04497239437030171,5.21,-0.111,0.036,0.74901,0.05797,0.8199,0.3482,0.44182998,10.191878,18.12978,60782301184.0,0.11813019196066232,0.008300562555085156,-0.0759598724805507,-0.1123927925185002,0.36731404592167577,1.0,0.36731404592167577,1618300.0,0.01707466683722249,2.124984491260427,-0.5163222857278252,-0.3162980775794033,2.5390764897132434,-0.16703328250971886,1.726509548740529,2.152971108717284,2.028312073981968,-1.9285703580388591,-1.9578921203846342,-0.07475496635917553,0.26079822727953555,0.040975389229849966,-0.19338212291587825,0.7228555514605564,,0.7228555514605564,-0.6110961904305381,-0.05856833,312.0
GE,0.030896454764670508,0.73,0.21,0.143,0.27644,0.03271,0.30985,0.1694,0.28258,5.4321117,10.942045,210233573376.0,0.4637456193468499,0.16730352166385343,0.1358702770993072,-0.05801974586705083,0.3519123298379901,1.0,0.3519123298379901,4584943.333333333,-0.5357001355512245,-0.7502467100953087,-0.053991942167402614,0.8292156047704429,0.2912440774838164,-0.7444449530820729,-0.6405498662186052,0.2654644886660142,0.6741150131827348,-0.4402209160204361,-0.8976673433282311,1.9249015045969147,1.7730161645732796,1.1193882419385803,1.7607092705703402,0.5157433910319362,,0.5157433910319362,-0.05207517675545357,-0.058722045,313.0
MSFT,0.031912702164973675,0.85,0.102,0.123,0.34291,0.14649001,0.69408995,0.3482,0.44182998,11.033327,9.544114,297457188864.0,-0.05678994895746614,-0.08637373509637813,-0.13285572635627863,-0.04816373008359898,0.2707751314739421,1.0,0.2707751314739421,20935693.333333332,-0.4957911865489411,-0.673231588630423,-0.20954233813165693,0.6151008977891633,0.6074161164217303,1.8564222540374504,1.1426454896306781,2.152971108717284,2.028312073981968,-2.1916862487574766,-0.6914659345652154,3.0919525746386016,-0.5045535299924973,-0.6011383172117288,-0.7182351648653944,-0.5753363531339563,,-0.5753363531339563,3.0289870920538142,-0.06014345,314.0
ETN,0.032389906061498844,1.42,0.043,0.046,0.20201999,0.07605,0.38198003,0.1525,0.1984,4.6263814,6.239719,115095117824.0,-0.01308782799581476,-0.029480709780493997,-0.18872100140761494,-0.05250425737343989,0.2861054142098404,1.0,0.2861054142098404,3994540.0,-0.4770509605326852,-0.30740976167221556,-0.2945189433343514,-0.20924072408876346,-0.06274307912036522,0.2462526638065189,-0.30580608303502543,0.08705922088711904,-0.041717469672706876,-0.18827404156520558,-0.20405210361829074,0.6519499566374,-0.31333772774723173,-0.21527021718371345,-1.23358132021238,-0.36918478144145495,,-0.36918478144145495,-0.163328142748607,-0.06034858,315.0
LII,0.039205457493776234,0.8,0.362,0.165,0.84264,0.1674,0.33174,0.15107,0.18431,3.829682,22.599636,20455481344.0,0.2316490838786105,0.0003918945168646104,-0.1239294990985843,-0.05552633299335785,0.27402938192247306,1.0,0.27402938192247306,570043.3333333334,-0.20939812870054067,-0.7053212225741253,0.16493083733784425,1.0647417824498506,2.9844381266284965,2.334398194558084,-0.538961922696489,0.07196339053659727,-0.16153309907913557,0.06084892639362292,-2.617216939826952,-0.6143273973153907,0.7574927929078626,-0.012663922315223371,-0.6358924771263819,-0.5315753308356045,,-0.5315753308356045,-0.8086249926992072,-0.060789485,316.0
CTAS,0.02152043138995947,0.81,0.211,0.078,0.41325,0.15269,0.49617,0.17227,0.23085,7.8285394,18.12406,77819420672.0,0.26227881463692504,-0.060510780964841526,-0.08420253315355497,-0.05573630710793309,0.2638733180604632,1.0,0.2638733180604632,1669133.3333333333,-0.9039050023916532,-0.6989032957853848,-0.052551660723289144,0.13334280708128404,0.9419962460876379,1.9981461884567648,0.2241310674059138,0.29576171461426454,0.23422413247339774,-1.1895690153446599,-1.9570483934352179,0.1532015155827357,0.8915111977502047,-0.4257268512818008,-0.2694190435926152,-0.6681474060824645,,-0.6681474060824645,-0.6015173842393152,-0.061029147,317.0
NXPI,0.04719634813536668,1.97,-0.279,-0.091,0.27493998,0.09043,0.56659,0.19899,0.24783,4.1451006,5.7096963,52286300160.0,-0.16842216763403717,-0.08430308154478805,-0.06222704195625672,-0.06201369507427612,0.3943134571338646,1.0,0.3943134571338646,3421306.6666666665,0.10441133049504474,0.045576211708510894,-0.7582895683388876,-1.6759264669105292,0.2841090634647452,0.574961287038128,0.5509388784076241,0.5778320551498904,0.3786151464777384,-0.03778051625616269,-0.12587125820004247,-0.18843137189064066,-0.9929930789423164,-0.587094431386848,-0.06669946707603489,1.0859258973930066,,1.0859258973930066,-0.2713456706636629,-0.061079018,318.0
SNA,0.058793396067062804,2.58,0.014,0.004,0.2034,0.11292,0.51969004,0.20435,0.26047,3.4050434,3.2224672,17394323456.0,0.15532415213763584,0.20915974900367518,-0.06143990771951402,-0.0027537292414477887,0.2682444794188999,1.0,0.2682444794188999,570043.3333333334,0.5598378283586809,0.4370697458216803,-0.33628710521364197,-0.6588816087494507,-0.056178906178365726,1.0890542589768553,0.3332837624793681,0.634415027652546,0.4861005656187787,0.19363078658064187,0.24100675247170575,-0.6552856580887985,0.42353799316319357,1.4032715972054772,-0.05943830882926039,-0.6093668995720967,,-0.6093668995720967,-0.8086249926992072,-0.0612498,319.0
PLD,0.03583877425657839,3.61,1.024,0.16,0.06781,0.022909999,0.75953,0.3482,0.43937,11.762134,1.9233017,103706370048.0,-0.13347675291142536,-0.12729464091467158,0.008083144052550839,-0.0657927483867401,0.26547481485179736,1.0,0.26547481485179736,3488066.6666666665,-0.34161080602703475,1.0981162050619497,1.118397153340959,1.0112131057045308,-0.7011280074209076,-0.9684605884352298,1.446342159502057,2.152971108717284,2.0073934045691058,-2.4195796837332906,0.4326397846573485,0.4995686295844729,-0.8400916781878476,-0.878677999657158,0.581898145807349,-0.6466115292639026,,-0.6466115292639026,-0.25876571457200304,-0.06263584,320.0
MA,0.026305814032099934,0.58,0.223,0.144,0.84264,0.1674,0.8199,0.3482,0.44182998,11.762134,22.599636,297457188864.0,0.11569983308745369,0.0752073276026115,-0.011286958992133833,-0.06546220782093237,0.2666742623615155,1.0,0.2666742623615155,2652710.0,-0.7159787240418904,-0.846515611926416,-0.035268283393927534,0.8399213401195068,2.9844381266284965,2.334398194558084,1.726509548740529,2.152971108717284,2.028312073981968,-2.4195796837332906,-2.617216939826952,3.0919525746386016,0.25016434930157005,0.49476012232439753,0.4032127616652296,-0.6304821470763172,,-0.6304821470763172,-0.41617659215651426,-0.063849956,321.0
NDAQ,0.026344525805121637,1.31,0.7,0.233,0.101239994,0.03996,0.62824,0.15095,0.27586,5.693936,3.764452,42135126016.0,0.2473606389090326,0.019247199370513224,-0.09599753267338995,-0.08027478538019328,0.23761969143787748,1.0,0.23761969143787748,2966586.6666666665,-0.7144584779139789,-0.3780069563483608,0.6517459654481957,1.7927317861862018,-0.5421144770363397,-0.5787191173081392,0.8370465402686781,0.07069660757011982,0.6169708662976248,-0.5220917530007861,0.16106144094478397,-0.32425397659067834,0.8262376852278274,0.11521925174574704,-0.3782255902225346,-1.0211889307635813,,-1.0211889307635813,-0.35703107560673586,-0.06405877,322.0
SCHW,0.03877577585771337,1.4,0.846,0.17,0.13303,0.012209999,0.8199,0.30306998,0.43554002,7.1327343,3.6036077,139844386816.0,0.16486799323274504,0.2573911194661038,-0.06120515814298677,-0.05972188614153984,0.3412878817058082,1.0,0.3412878817058082,14243080.0,-0.22627211282658602,-0.3202456152496965,0.8620270562887618,1.1182704591951707,-0.3909017342220096,-1.2130490633015873,1.726509548740529,1.6765549369440949,1.9748248123537735,-0.9719950700989503,0.18478673300247575,0.9830949189078173,0.4652964522801782,1.7303933696679556,-0.05727279023794439,0.3728727918037863,,0.3728727918037863,1.7678609405890093,-0.06650826,323.0
BXP,0.0022031539735402087,5.23,0.0,0.045,0.01044,0.02421,0.6084,0.00769,0.30521,3.419978,1.9141539,11560615936.0,0.08014923661747853,-0.14511443871436125,-0.17005661845989706,-0.06985656889999692,0.3113914235928477,1.0,0.3113914235928477,1320510.0,-1.6625118525000535,2.137820344837908,-0.3564510454312305,-0.21994645943782745,-0.9740148717787853,-0.9387442088170299,0.7449723146186651,-1.4416311239094377,0.8665513292556576,0.1889608296592761,0.43398912825662644,-0.7333406041654478,0.09461501497362966,-0.9995380080970662,-1.0614060649184358,-0.029155137765556203,,-0.029155137765556203,-0.6672104073948187,-0.06747348,324.0
EFX,0.020515429654643258,0.66,0.314,0.07,0.12642999,0.05599,0.56544995,0.10634,0.22742,5.150366,6.0984874,29259741184.0,-0.0933217120592631,-0.20520192763523348,-0.10062393956682669,-0.07099370261685756,0.29365528383696415,1.0,0.29365528383696415,1206583.3333333333,-0.9433723240202012,-0.7951721976164922,0.09579732802039788,0.047696924288772244,-0.42229542489014,-0.21229357972797946,0.5456480910612378,-0.4002299602178395,0.20505680750078956,-0.35212078064486313,-0.18321977721458785,-0.4965264920248887,-0.6643958954253747,-1.4070720609377765,-0.4209032822845982,-0.2676590942432382,,-0.2676590942432382,-0.6886782393950559,-0.0674752,325.0
LLY,0.014394945186207974,0.74,1.018,0.284,0.84264,0.15329,0.8131,0.23511,0.42843,11.762134,22.599636,297457188864.0,0.08039331079821332,-0.1270437475131364,0.023682465601978953,-0.06654063710855174,0.2814736038244856,1.0,0.2814736038244856,3658693.3333333335,-1.183729251326665,-0.7438287833065682,1.109755464676278,2.3387242889884643,2.9844381266284965,2.0118614300380564,1.6949518504330652,0.9591337280595765,1.9143640940150721,-2.4195796837332906,-2.617216939826952,3.0919525746386016,0.09568294575706954,-0.8769763541633138,0.7257988136037902,-0.43147032484416076,,-0.43147032484416076,-0.22661358792831005,-0.06750293,326.0
TROW,0.09834479804207309,5.23,0.01,0.111,0.19646999,0.11412,0.51936,0.29606,0.32858002,2.9200783,2.0052156,20713867264.0,-0.1621126684113865,-0.08019960409541382,-0.21683583396965067,-0.1176415769079242,0.2927197143279804,1.0,0.2927197143279804,1948170.0,2.1130569400814854,2.137820344837908,-0.3420482309900958,0.4866320736003955,-0.0891422790015962,1.1164847421394373,0.3317521003103397,1.6025539097828698,1.0652804744324373,0.34527636968067943,0.4205570984752173,-0.6108701963872637,-0.9653862733897047,-0.5592632334833018,-1.4929351111989113,-0.28024001841973445,,-0.28024001841973445,-0.5489369616115474,-0.06878795,327.0
IQV,0.040390948840743415,0.0,-0.048,0.023,0.22547,0.05317,0.34890997,0.08913,0.15968001,2.1195571,5.3753047,32651776000.0,-0.27561116032573885,-0.2231962785963092,-0.07897749193994164,-0.06384594285305256,0.2915272433372908,1.0,0.2915272433372908,1483363.3333333333,-0.1628428177647908,-1.2187553656733638,-0.4255845547486769,-0.45547263711723507,0.04879953370970054,-0.2767552151600474,-0.4592788736952813,-0.5819077506601346,-0.3709765166890749,0.5955943908288854,-0.07654692173528214,-0.45114110138860986,-1.4619915801224097,-1.5291159490600172,-0.22121906787441153,-0.29627558496233464,,-0.29627558496233464,-0.6365230529503345,-0.06891368,328.0
KIM,0.026724975574708574,4.86,0.06,0.163,0.04078,0.021300001,0.68697,0.20166,0.31645,6.864822,1.3127512,13983738880.0,0.1108089315657872,-0.11077084404537263,-0.14836571510116592,-0.06583853824774455,0.338904510703802,1.0,0.338904510703802,4967303.333333333,-0.6995178734432111,1.9003570536545102,-0.27003415878442255,1.0433303117517227,-0.8296992457613893,-1.0052631076275556,1.109602955209468,0.6060179761540118,0.9621317177956337,-0.888220553225113,0.5226988599772059,-0.7009192443213719,0.2287645261902684,-0.7666079160607226,-0.8613117551409755,0.34082278421720946,,0.34082278421720946,0.019975033118828145,-0.07118036,329.0
