,Rank,Composite Score,Earnings Yield,Dividend Yield,EPS Growth,Sales Growth,ROE,ROA,ROIC,Gross Margin,Net Income Margin,Operating Margin,FCF Margin,Debt to Equity,Interest Coverage,Price to Sales,Price to Book
AAPL,1.0,0.3947729433107435,0.5218695238192919,0.6851282835943029,-1.0120799754337513,-1.3970013970020956,1.4108438482839363,1.1192419799608715,1.0516574101773044,-0.9257067211243352,0.4307415667557981,0.72974682852011,1.0451554494931325,0.4206555491505863,-0.7780078549109983,1.2054547532607323,1.4138949051162666
GOOG,2.0,0.31136633172900213,0.8773706233369805,0.728859876164152,-0.3493959201654819,0.8890008890013332,-0.6209250199411039,0.18902648561802726,0.2930195828831633,1.3887584852098955,0.9511823774345728,0.6842224701559646,0.30249049352153995,-1.3796381190632798,1.411758948598192,0.03770929344781536,-0.7329454902667385
AMZN,3.0,-0.7061392750397457,-1.3992401471562714,-1.4139881597584547,1.361475895599233,0.5080005080007618,-0.7899188283428322,-1.3082684655788988,-1.344676993060468,-0.4630517640855603,-1.3819239441903721,-1.413969298676075,-1.3476459430146717,0.9589825699126938,-0.6337510936871938,-1.2431640467085483,-0.6809494148495281
